cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct,new_ticker,flip_date,flip_ticker,old_ticker,n_ticker_events,polygon_active,list_date,sic_code,sic_description,polygon_name,market_cap_now,delisted_utc,public_shares_pre_vote,enrich_status,flip_source,redemption_pct_final,post_redeem_float_est,redemption_pct_best,sector,sector_margin,is_hightech,ann_day0_date,ann_prev_close,ann_gap_pct,ann_day0_ret_pct,ann_2d_high_ret_pct,ann_day0_vol_mult,ann_to_vote_ret_pct,vote_day_close,last_old_date,last_old_close,vote_to_lastold_ret_pct,flip_day0_date,flip_open,flip_close,flip_high,flip_volume,flip_gap_pct,flip_day_ret_pct,flip_high_ret_pct,post_flip_ret_1d_pct,post_flip_ret_3d_pct,post_flip_ret_5d_pct,post_flip_ret_10d_pct,max_runup_10d_pct,max_drawdown_10d_pct,untraded_gap_days,flip_lag_cal_days,split_at_flip
947559,FIRST BANCSHARES INC /MS/,FBMS,2020-04-03,2020-04-03,0001157523-20-000464,"2.01,8.01,9.01",6021.0,8-K,,,6021.0,National Commercial Banks,FIRST BANCSHARES INC /MS/,,2017-10-24,425,11,2019-05-21,2019-05-16,True,False,False,Southwest Georgia Financial Corporation,FBMS,FBMS,,,,,,False,False,,FBMS,,FBMS,FBMS,0.0,True,2003-01-02,6021.0,NATIONAL COMMERCIAL BANKS,"First Bancshares, Inc.",436999750.11,,17270000.0,no_flip_event,,,,,other,1,False,2017-10-24,30.35,0.16,0.82,1.15,0.8,2.75,31.44,2020-04-13,21.2,-32.57,,,,,,,,,,,,,,,,,
315849,SOUTHWEST GEORGIA FINANCIAL CORP,,2020-04-03,2020-04-03,0001104659-20-042749,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,SOUTHWEST GEORGIA FINANCIAL CORP,,2019-12-18,425,11,2020-03-27,2020-03-27,True,False,False,"The First Bancshares, Inc",SGB,SGB,,,,,,False,False,,SGB,,SGB,,0.0,,,,,,,,,no_flip_event,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118004,BANCPLUS CORP,,2020-04-01,2020-04-06,0001118004-20-000019,"2.01,5.02,7.01,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,BANCPLUS CORP,,2020-01-22,S-4,1,2020-03-19,2020-03-17,False,False,False,State Capital Corp,,,,,,,,False,False,,,,,,,,,,,,,,,no_ticker,,,,,other,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484769,"FaceBank Group, Inc.",FUBO,2020-04-01,2020-04-07,0001493152-20-006005,"2.01,3.02,4.01,5.02,8.01,9.01",7812.0,8-K,FUBO,NYSE,7812.0,Services-Motion Picture & Video Tape Production,FuboTV Inc.,"fuboTV Inc. /FL; FaceBank Group, Inc.; Pulse Evolution Group, Inc.; Recall Studios, Inc.; CAROLCO PICTURES, INC.; Brick Top Productions, Inc.; York Entertainment, Inc.",,,0,,,False,False,True,,,,,,,,,False,False,,FUBO,,FUBO,,1.0,True,2013-01-09,7812.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,FuboTV Inc.,270293698.44,,,no_flip_event,,,,,media_gaming,9,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101829,RAYTHEON TECHNOLOGIES CORP,RTX,2020-04-02,2020-04-08,0001140361-20-008397,"1.01,2.01,5.02,5.03,9.01",3724.0,8-K,RTX,NYSE,3724.0,Aircraft Engines & Engine Parts,RTX Corp,RAYTHEON TECHNOLOGIES CORP; UNITED TECHNOLOGIES CORP /DE/,2017-10-26,425,12,2019-10-11,2019-10-11,True,False,True,,UTX,RTX,,,,,,False,False,,RTX,2020-04-03,RTX,UTX,1.0,True,1951-05-25,3724.0,AIRCRAFT ENGINES & ENGINE PARTS,RTX Corporation,263855684048.04,,862920000.0,ok,ticker_event,,,,space_defense,10,True,2017-10-26,118.99,0.39,0.79,0.91,1.3,13.52,136.15,2020-04-02,86.01,-36.83,2020-04-03,51.0,49.93,53.3,18975069.0,-40.7,-41.95,-38.03,-33.08,-27.19,-28.11,-24.45,-20.82,-44.13,0.0,1.0,False
1609471,Carey Watermark Investors 2 Inc,,2020-04-09,2020-04-13,0001104659-20-045999,"1.01,1.02,2.01,3.02,5.02,5.03,9.01",6798.0,8-K,,,6798.0,Real Estate Investment Trusts,"Watermark Lodging Trust, Inc.",Carey Watermark Investors 2 Inc,2019-10-22,425,5,2020-04-10,2020-04-08,True,False,True,Assessments and Taxation,,,0.0,,,,llm,False,True,,,,,,,,,,,,,,,no_ticker,,,,,other,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430259,Carey Watermark Investors Inc,,2020-04-09,2020-04-13,0001104659-20-045996,"1.02,2.01,3.03,5.01,5.02,5.03,9.01",6500.0,8-K,,,6500.0,Real Estate,Carey Watermark Investors Inc,,2019-10-22,425,9,2020-04-10,2020-04-08,True,False,False,Assessments and Taxation,,,0.0,,,,llm,False,True,,,,,,,,,,,,,,,no_ticker,,,,,other,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704760,"American Virtual Cloud Technologies, Inc.",,2020-04-07,2020-04-14,0001213900-20-009113,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6770.0,8-K,,,7373.0,Services-Computer Integrated Systems Design,"American Virtual Cloud Technologies, Inc.",PENSARE ACQUISITION Corp,2019-10-08,PREM14A,5,2020-02-28,2020-02-27,False,True,True,,WRLS,AVCT,,,,,,False,True,,AVCT,2020-04-08,AVCT,WRLS,0.0,True,2017-08-08,6770.0,BLANK CHECKS,"American Virtual Cloud Technologies, Inc. Common Stock",184544104.72,,7930000.0,ok,first_aggs_bar,,,,software_ai,1,True,2019-10-09,10.02,-0.1,0.3,2.79,3.6,11.94,11.25,2020-04-07,2.68,-76.18,2020-04-08,2.25,2.0,2.4,90901.0,-16.04,-25.37,-10.45,-30.22,-18.66,-24.25,-37.69,86.19,-43.28,0.0,1.0,False
1772757,DraftKings Inc.,,2020-04-23,2020-04-29,0001104659-20-052633,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",7990.0,8-K,,,7990.0,Services-Miscellaneous Amusement & Recreation,DraftKings Holdings Inc.,DraftKings Inc.; Diamond Eagle Acquisition Corp. \ DE,2019-12-23,425,1,2020-04-23,2020-04-23,True,False,True,"March 12, 2020, by and among DEAC and DEAC NV",DEAC,DKNG,8928.0,,,10.12,llm,False,True,,DKNG,2020-04-24,DKNG,DEAC,1.0,True,2020-04-24,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,DraftKings Inc. Class A Common Stock,13135010430.075,,40000000.0,ok,first_aggs_bar,0.0,39991072.0,0.0,media_gaming,4,False,2019-12-23,10.17,6.19,6.59,8.55,421.6,61.72,17.53,2020-04-23,17.53,0.0,2020-04-24,20.4937,19.35,20.75,11475270.0,16.91,10.38,18.37,11.35,10.67,14.77,33.77,53.17,0.4,0.0,1.0,False
794172,MERIDIAN BIOSCIENCE INC,,2020-04-30,2020-04-30,0001193125-20-128802,"2.01,7.01,9.01",2835.0,8-K,,,2835.0,In Vitro & In Vivo Diagnostic Substances,MERIDIAN BIOSCIENCE INC,MERIDIAN DIAGNOSTICS INC,,,10,2020-01-30,2020-01-29,False,False,False,"Merger dated as of February 19, 2020",VIVO,VIVO,,,,,,False,False,,VIVO,,VIVO,VIVO,2.0,True,2015-05-27,,,VivoPower PLC Class A Ordinary Shares,160686959.32000002,,42830000.0,no_flip_event,,,,,software_ai,1,True,,,,,,,,,2020-05-08,17.49,,,,,,,,,,,,,,,,,,
1560327,"Rapid7, Inc.",RPD,2020-04-28,2020-05-04,0001193125-20-132385,"1.01,2.01,2.03,3.02,7.01,9.01",7372.0,8-K,RPD,Nasdaq,7372.0,Services-Prepackaged Software,"Rapid7, Inc.",Rapid7 Inc,,,4,2019-06-14,2019-06-12,False,False,False,,,,,,30.0,,super8k,False,False,30.0,RPD,,RPD,RPD,1.0,True,2015-07-17,7372.0,SERVICES-PREPACKAGED SOFTWARE,"Rapid7, Inc. Common Stock",746498003.06,,48200000.0,no_flip_event,,,,30.0,software_ai,5,True,,,,,,,,,2020-05-08,48.78,,,,,,,,,,,,,,,,,,
1551986,"INNOVATE BIOPHARMACEUTICALS, INC.",NMTRQ,2020-04-29,2020-05-04,0001551986-20-000103,"1.01,2.01,3.02,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"9 METERS BIOPHARMA, INC.","INNOVATE BIOPHARMACEUTICALS, INC.; Monster Digital, Inc.; Tandon Digital, Inc.",2017-08-25,PREM14A,4,2020-02-14,2020-02-14,False,False,True,RDD Pharma Ltd,INNT,NMTR,,,,,,False,False,,NMTRQ,2020-05-04,NMTR,INNT,2.0,True,,,,9 METERS BIOPHARMA  INC,,,35880000.0,ok,first_aggs_bar,,,,biotech_health,5,False,,,,,,,,,2020-05-01,0.56,,2020-05-04,0.815,0.5,0.815,698204.0,45.54,-10.71,45.54,-10.71,-5.36,11.61,8.93,45.54,-21.36,0.0,5.0,False
1694187,"Neon Therapeutics, Inc.",,2020-05-06,2020-05-06,0001694187-20-000050,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",2836.0,8-K,,,2836.0,"Biological Products, (No Diagnostic Substances)","Neon Therapeutics, Inc.",,2020-01-16,425,2,2020-05-05,2020-05-05,True,False,False,BioNTech SE,,,,,,,,False,False,,,,,,,,,,,,,,,no_ticker,,,,,biotech_health,2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784011,POPE RESOURCES LTD PARTNERSHIP,,2020-05-08,2020-05-08,0001193125-20-137386,"2.01,9.01",800.0,8-K,,,800.0,Forestry,POPE RESOURCES LTD PARTNERSHIP,,2020-01-15,425,1,2020-05-06,2020-05-05,True,False,False,Rayonier Inc,POPE,POPE,,,,,,False,False,,POPE,,POPE,POPE,0.0,,,,,,,,4370000.0,no_flip_event,,,,,other,0,False,2020-01-15,93.45,28.57,35.32,48.73,67.8,-25.67,94.0,2020-05-07,98.0,4.26,,,,,,,,,,,,,,,,,
1753673,Scienjoy Holding Corp,SJ,2020-05-07,2020-05-13,0001213900-20-011974,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7374.0,8-K,SJ,Nasdaq,7374.0,Services-Computer Processing & Data Preparation,Scienjoy Holding Corp,Wealthbridge Acquisition Ltd,2019-12-06,PREM14A,1,2020-05-05,2020-05-05,False,False,True,,HHHH,SJ,5208150.0,,,,llm,False,True,,SJ,2020-05-11,SJ,HHHH,1.0,True,2020-05-11,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Scienjoy Holding Corporation Class A Ordinary Shares,45010534.080000006,,7460000.0,ok,ticker_event,69.8,2251850.0,69.8,media_gaming,6,False,2019-12-06,10.12,0.1,0.2,0.3,0.3,-12.23,8.9,2020-05-08,9.55,7.3,2020-05-11,9.89,8.95,9.91,19062.0,3.56,-6.28,3.77,-14.4,-26.6,-31.52,-34.24,3.77,-41.88,0.0,4.0,False
52827,RAYONIER INC,RYN,2020-05-07,2020-05-13,0000052827-20-000138,"1.01,2.01,2.03,3.03,5.03,9.01",6798.0,8-K,RYN,NYSE,6798.0,Real Estate Investment Trusts,RAYONIER INC,ITT RAYONIER INC,2020-01-15,425,13,2020-05-14,2020-05-14,True,False,False,"January 14, 2020, as amended by Amendment No",RYN,RYN,0.0,,,,llm,False,True,,RYN,,RYN,RYN,1.0,True,1994-03-02,6798.0,REAL ESTATE INVESTMENT TRUSTS,Rayonier Inc.,6396893433.21,,129229999.0,no_flip_event,,0.0,129229999.0,0.0,real_estate,5,False,2020-01-15,32.72,0.09,0.24,1.16,2.9,-33.51,21.81,2020-05-15,21.26,-2.52,,,,,,,,,,,,,,,,,
1746109,Bank First Corp,BFC,2020-05-15,2020-05-18,0001104659-20-063225,"2.01,8.01,9.01",6021.0,8-K,BFC,Nasdaq,6021.0,National Commercial Banks,Bank First Corp,Bank First National Corp,2019-01-23,425,1,2019-06-12,2019-06-10,True,False,True,"Tomah Bancshares, Inc",,,,,,,,False,False,,BFC,,BFC,BFC,1.0,True,2002-01-29,6021.0,NATIONAL COMMERCIAL BANKS,Bank First Corporation Common Stock,1653687536.9,,6580000.0,no_flip_event,,,,,consumer,2,False,2019-01-23,46.75,-0.75,2.25,6.95,1.8,48.56,71.01,2020-05-22,58.0,-18.32,,,,,,,,,,,,,,,,,
886136,SAGA COMMUNICATIONS INC,SGA,2020-05-20,2020-05-20,0001104659-20-064224,"2.01,3.03,5.03,9.01",4832.0,8-K,SGA,Nasdaq,4832.0,Radio Broadcasting Stations,SAGA COMMUNICATIONS INC,SAGA COMMUNICATIONS INC /DE/,,,14,2020-05-12,2020-05-11,False,False,False,,,,,,,,,False,False,,SGA,,SGA,SGA,1.0,True,1993-03-02,4832.0,RADIO BROADCASTING STATIONS,"Saga Communications, Inc. Class A Common Stock (FL)",57339351.68,,5040000.0,no_flip_event,,,,,media_gaming,1,False,,,,,,,,,2020-05-29,26.57,,,,,,,,,,,,,,,,,,
1586105,Zyla Life Sciences,,2020-05-19,2020-05-20,0001104659-20-064288,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,Zyla Life Sciences,Egalet Corp,2020-03-17,425,8,2020-05-20,2020-05-19,True,False,True,,ZCOR,,,,,,,False,False,,,,,,,,,,,,,,,no_ticker,,,,,other,1,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808665,"Assertio Holdings, Inc.",ASRT,2020-05-20,2020-05-27,0001104659-20-066365,"1.01,2.01,2.03,5.02,5.05,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"Assertio Holdings, Inc.","Assertio Therapeutics, Inc; DEPOMED INC; DEPOMED INC",2020-04-08,S-4,0,,,False,False,True,Merger,ASRT,ASRT,0.0,,,,llm,False,True,,ASRT,,ASRT,,0.0,True,1997-11-05,2834.0,PHARMACEUTICAL PREPARATIONS,"Assertio Holdings, Inc. Common Stock",39728799.0585,,,no_flip_event,,,,,biotech_health,3,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460702,"Qualigen Therapeutics, Inc.",QLGN,2020-05-22,2020-05-29,0001493152-20-010166,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,AIXC,Nasdaq,6199.0,Finance Services,"AIxCrypto Holdings, Inc.","Qualigen Therapeutics, Inc.; RITTER PHARMACEUTICALS INC",2020-01-21,425,8,2020-05-19,2020-05-18,True,False,True,"Qualigen, Inc",RTTR,QLGN,,,,,,False,False,,AIXC,2020-05-26,QLGN,RTTR,2.0,True,2020-05-26,6199.0,FINANCE SERVICES,"AIxCrypto Holdings, Inc. Common Stock",20639692.86,,46150000.0,ok,first_aggs_bar,,,,software_ai,0,True,2020-01-21,0.223631,34.15,0.61,43.09,6.1,184.44,0.64,2020-05-22,0.448,-30.0,2020-05-26,9.51,7.8,9.6521,403145.0,2022.77,1641.07,2054.49,1328.57,1339.73,1147.77,1103.12,2054.49,984.82,1.0,4.0,True
1675820,TiVo Corp,,2020-06-01,2020-06-01,0001193125-20-156719,"2.01,3.01,8.01,9.01",6794.0,8-K,,,6794.0,Patent Owners & Lessors,TiVo Corp,Titan Technologies Corp,2019-12-19,425,4,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",TIVO,TIVO,,,,,,False,False,,TIVO,,TIVO,TIVO,0.0,,,,,,,,127700000.0,no_flip_event,,,,,other,0,False,2019-12-19,7.89,4.94,6.15,8.87,4.8,-27.28,6.09,2020-05-29,6.09,0.0,,,,,,,,,,,,,,,,,
1690666,Xperi Corp,,2020-06-01,2020-06-01,0001193125-20-156671,"2.01,3.01,8.01,9.01",3674.0,8-K,,,3674.0,Semiconductors & Related Devices,Xperi Corp,Tessera Holding Corp; Tempe Holdco Corp,2019-12-19,425,5,2020-05-29,2020-05-29,True,False,False,"December 18, 2019, as amended on January 31, 2020",XPER,XPER,,,,,,False,False,,XPER,,XPER,XPER,1.0,True,2022-09-20,7372.0,SERVICES-PREPACKAGED SOFTWARE,Xperi Inc,376034642.24,,50540000.0,no_flip_event,,,,,media_gaming,5,False,2019-12-19,20.94,-10.22,-11.03,-8.36,7.5,-26.19,13.75,2020-06-11,12.105,-11.96,,,,,,,,,,,,,,,,,
1479681,"Clinigence Holdings, Inc.",NUTX,2020-06-03,2020-06-03,0001607062-20-000142,"1.01,2.01,7.01,9.01",7389.0,8-K,NUTX,Nasdaq,7389.0,"Services-Business Services, NEC",Nutex Health Inc.,"Nutex Health, Inc.; Clinigence Holdings, Inc.; iGambit, Inc.",,,2,2019-11-04,2019-11-01,False,False,True,Purchaser equal to twelve,CLNH,CLNH,,,,,,False,False,,NUTX,,NUTX,CLNH,1.0,True,2022-04-04,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Nutex Health Inc. Common Stock,1265547055.49,,,no_flip_event,,,,,biotech_health,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731289,Nikola Corp,NKLA,2020-06-03,2020-06-08,0001104659-20-070923,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3711.0,8-K,,,3711.0,Motor Vehicles & Passenger Car Bodies,Nikola Corp,Nikola Corp; VectoIQ Acquisition Corp.,2020-03-03,425,2,2020-06-02,2020-06-02,True,False,True,Legacy Nikola surviving as the surviving company and as,VTIQ,,7000000.0,,5.0,10.0,super8k,False,True,5.0,NKLA,2020-06-04,NKLA,VTIQ,0.0,True,2020-06-04,3711.0,MOTOR VEHICLES & PASSENGER CAR BODIES,Nikola Corporation Common Stock,12206560530.0,,29640000.0,ok,first_aggs_bar,23.6,22640000.0,23.6,ev_mobility,1,True,2020-03-03,10.35,12.46,11.11,49.28,356.6,172.78,31.37,2020-06-03,33.97,8.29,2020-06-04,37.55,33.75,38.88,16566609.0,10.54,-0.65,14.45,5.89,134.71,78.1,99.38,176.69,-8.01,0.0,1.0,False
764038,SOUTH STATE Corp,SSB,2020-06-03,2020-06-08,0001104659-20-070646,"1.01,2.01,2.03,5.02,5.03,9.01",6022.0,8-K,SSB,NYSE,6022.0,State Commercial Banks,SouthState Bank Corp,"SouthState Corp; SOUTH STATE Corp; FIRST FINANCIAL HOLDINGS, INC.; SCBT FINANCIAL CORP; FIRST NATIONAL CORP /SC/",2020-01-27,425,15,2020-05-21,2020-05-21,True,False,False,South State Corporation,SSB,SSB,,,,,,False,False,,SSB,,SSB,SSB,1.0,True,1996-04-01,6022.0,STATE COMMERCIAL BANKS,SouthState Bank Corporation,9735550526.24,,33479999.0,no_flip_event,,,,,fintech,0,True,2020-01-27,85.52,-2.58,-6.82,-2.58,7.4,-41.1,46.94,2020-06-12,53.11,13.14,,,,,,,,,,,,,,,,,
1102266,CenterState Bank Corp,,2020-06-07,2020-06-08,0001564590-20-028550,"1.02,2.01,3.01,3.03,5.01,5.02,9.01",6021.0,8-K,,,6021.0,National Commercial Banks,CenterState Bank Corp,"CenterState Banks, Inc.; CENTERSTATE BANKS OF FLORIDA INC",2017-12-13,425,15,2020-05-21,2020-05-21,True,False,False,CenterState Bank Corporation,CSFL,CSFL,,,,,,False,False,,CSFL,,CSFL,CSFL,0.0,,,,,,,,124130000.0,no_flip_event,,,,,other,0,False,2017-12-13,26.55,0.19,0.23,1.24,1.8,-46.75,14.17,2020-06-05,18.14,28.02,,,,,,,,,,,,,,,,,
1322505,"ALBIREO PHARMA, INC.",,2020-06-08,2020-06-09,0001104659-20-071096,"1.01,2.01,2.03,3.02,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,"ALBIREO PHARMA, INC.",Biodel Inc,2016-07-13,PREM14A,14,2020-06-15,2020-06-12,False,False,False,,ALBO,ALBO,,,,,,False,False,,ALBO,,ALBO,ALBO,0.0,True,2007-05-11,2834.0,PHARMACEUTICAL PREPARATIONS,"Albireo Pharma, Inc. Common Stock",478495695.88,,14980000.0,no_flip_event,,,,,biotech_health,3,False,,,,,,,,,2020-06-18,26.35,,,,,,,,,,,,,,,,,,
1419041,Tocagen Inc,FBRX,2020-06-10,2020-06-15,0001193125-20-169584,"1.02,2.01,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,FBRX,Nasdaq,2834.0,Pharmaceutical Preparations,"Forte Biosciences, Inc.",Tocagen Inc,2020-02-20,425,3,2020-06-12,2020-06-12,True,False,True,"Forte Biosciences, Inc",TOCA,FBRX,,,,,,False,False,,FBRX,2020-06-16,FBRX,TOCA,1.0,True,2020-06-16,2834.0,PHARMACEUTICAL PREPARATIONS,"Forte Biosciences, Inc. Common Stock",899429642.64,,23920000.0,ok,first_aggs_bar,,,,biotech_health,9,False,2020-02-20,0.4853,64.85,85.45,384.24,73.6,45.56,1.31,2020-06-15,1.26,-3.82,2020-06-16,17.01,16.8,20.1334,59339.0,1250.0,1233.33,1497.89,1204.76,1035.71,1137.3,1057.14,1497.89,959.52,0.0,6.0,True
1806201,Open Lending Corp,LPRO,2020-06-10,2020-06-16,0001193125-20-169633,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",6141.0,8-K,LPRO,Nasdaq,6141.0,Personal Credit Institutions,Open Lending Corp,Nebula Parent Corp.,2020-03-18,S-4,0,,,False,False,True,"January 5, 2020",,LPRO,,,,,,True,True,,LPRO,2020-06-11,LPRO,,1.0,True,2020-06-11,6141.0,PERSONAL CREDIT INSTITUTIONS,Open Lending Corporation Common Stock,369166162.56,,,ok,ticker_event,,,,ev_mobility,2,True,,,,,,,,,,,,2020-06-11,14.76,12.9,14.8,348436.0,,,,,,,,,,,1.0,False
887730,KEMET CORP,,2020-06-17,2020-06-17,0001206774-20-001878,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",3670.0,8-K,,,3670.0,Electronic Components & Accessories,KEMET CORP,KEMET CORPORATION,2010-10-26,S-4,11,2020-02-20,2020-02-20,False,False,False,"Merger, dated as of November 11, 2019",KEM,KEM,,,,,,False,False,,KEM,,KEM,KEM,0.0,,,,,,,,58270000.0,no_flip_event,,,,,other,0,False,,,,,,,,,2020-06-12,27.21,,,,,,,,,,,,,,,,,,
1521036,"Lantheus Holdings, Inc.",LNTH,2020-06-19,2020-06-22,0001193125-20-174730,"1.01,2.01,5.02,8.01,9.01",2835.0,8-K,LNTH,Nasdaq,2835.0,In Vitro & In Vivo Diagnostic Substances,"Lantheus Holdings, Inc.","Lantheus MI Holdings, Inc.",2019-10-02,425,6,2020-06-16,2020-06-16,True,False,False,Progenics surviving such merger as,LNTH,LNTH,,,,,,False,False,,LNTH,,LNTH,LNTH,1.0,True,2015-06-25,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,"Lantheus Holdings, Inc",6877806502.4800005,,39940000.0,no_flip_event,,,,,biotech_health,9,False,2019-10-02,24.03,-17.81,-20.77,-15.23,9.7,-26.02,14.085,2020-06-29,14.01,-0.53,,,,,,,,,,,,,,,,,
835887,PROGENICS PHARMACEUTICALS INC,,2020-06-19,2020-06-22,0001193125-20-174778,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",2834.0,8-K,,,2834.0,Pharmaceutical Preparations,PROGENICS PHARMACEUTICALS INC,,2019-10-02,425,15,2020-06-17,2020-06-16,True,False,False,,PGNX,PGNX,,,,,,False,False,,PGNX,,PGNX,PGNX,0.0,,,,,,,,86600000.0,no_flip_event,,,,,biotech_health,2,False,2019-10-02,4.95,-4.04,11.11,18.59,10.4,-20.0,4.4,2020-06-19,4.1,-6.82,,,,,,,,,,,,,,,,,
1647088,WillScot Mobile Mini Holdings Corp.,WSC,2020-06-30,2020-07-01,0001104659-20-079826,"1.01,1.02,2.01,2.03,3.01,3.02,5.03,9.01",7350.0,8-K,WSC,Nasdaq,7350.0,Services-Miscellaneous Equipment Rental & Leasing,WillScot Holdings Corp,WillScot Mobile Mini Holdings Corp.; WillScot Corp; Double Eagle Acquisition Corp.; Double Eagle Acquisitions Corp.,2020-03-02,425,7,2020-06-24,2020-06-24,True,False,True,,WSC,WSC,,,5.875,,super8k,False,True,5.875,WSC,2020-07-02,WSC,WSC,1.0,True,2011-07-14,7350.0,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,WillScot Holdings Corporation Class A Common Stock,4749300376.96,,110560000.0,ok,ticker_event,,,5.875,industrial,1,False,2020-03-02,17.54,-0.23,-2.34,3.59,15.3,-16.35,14.33,2020-07-01,13.115,-8.48,2020-07-02,13.45,13.15,13.75,3779283.0,2.55,0.27,4.84,0.34,-5.6,-6.21,8.65,8.73,-11.02,0.0,2.0,False
933141,IBERIABANK CORP,,2020-07-01,2020-07-02,0001193125-20-185818,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",6022.0,8-K,,,6022.0,State Commercial Banks,IBERIABANK CORP,ISB FINANCIAL CORP/LA,2019-11-04,425,13,2020-04-27,2020-04-24,True,False,False,IBKC,IBKC,IBKC,,,,,,False,False,,IBKC,,IBKC,IBKC,0.0,,,,,,,,52620000.0,no_flip_event,,,,,other,0,False,2019-11-04,74.76,0.98,2.77,6.06,7.0,-52.67,36.36,2020-07-01,43.08,18.48,,,,,,,,,,,,,,,,,
891103,"Match Group, Inc.",MTCH,2020-06-30,2020-07-02,0001104659-20-080606,"1.01,1.02,2.01,2.03,3.01,3.03,5.02,5.03,9.01",5990.0,8-K,MTCH,Nasdaq,7370.0,"Services-Computer Programming, Data Processing, Etc.","Match Group, Inc.",IAC/INTERACTIVECORP; INTERACTIVECORP; USA INTERACTIVE; USA NETWORKS INC; HSN INC; SILVER KING COMMUNICATIONS INC,2019-12-19,425,11,2020-06-29,2020-06-25,True,False,True,New Match,IAC,MTCH,,,,,,False,False,,MTCH,2020-07-01,MTCH,IAC,1.0,True,1992-12-28,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","Match Group, Inc",9062404535.1,,79180000.0,ok,ticker_event,,,,media_gaming,0,False,2019-12-19,221.21,3.09,7.78,11.65,3.0,27.62,304.26,2020-06-30,323.4,6.29,2020-07-01,106.0,105.67,107.43,12164767.0,-67.22,-67.33,-66.78,-69.41,-71.55,-70.22,-70.79,-66.47,-71.7,0.0,1.0,False
36966,FIRST HORIZON NATIONAL CORP,"FHN, FHN-PB, FHN-PC, FHN-PE, FHN-PF",2020-06-29,2020-07-02,0000930413-20-001742,"2.01,3.03,5.02,5.03,7.01,9.01",6021.0,8-K,"FHN,FHN-PE,FHN-PF,FHN-PH","NYSE,NYSE,NYSE,NYSE",6021.0,National Commercial Banks,FIRST HORIZON CORP,FIRST HORIZON NATIONAL CORP; FIRST TENNESSEE NATIONAL CORP,2019-11-04,425,13,2020-04-29,2020-04-28,True,False,True,IBERIABANK Corporation,FHN,FHN,,,,,,False,False,,FHN,,FHN,FHN,1.0,True,1973-01-31,6021.0,NATIONAL COMMERCIAL BANKS,First Horizon Corporation,12216662506.62,,311790000.0,no_flip_event,,,,,consumer,3,False,2019-11-04,16.31,1.16,3.25,6.81,3.9,-46.56,9.0,2020-07-09,8.36,-7.11,,,,,,,,,,,,,,,,,
